x,y
bad garbage minutes filler pathetic excuses laughable honestly excuse dont,0
boring awful dont waste,0
,1
idiots crap halfway bad bad mess effects 310,0
excuse yourself yourself,1
,0
bad rent predictable rubbish poorly laugh boring laugh,0
minutes,1
,1
cheesy seriously,0
sucks,0
boring plain seriously laugh,1
,0
,1
yourself sit,1
dumb whatsoever pointless dont bad stupid,0
,1
wouldnt cheap jokes minutes horrible crap wouldnt dont awful jokes lame jokes dont scary bad awful,0
,1
,0
godawful bad worse dont dont,0
couldnt anticlimatic sit,0
sucked hype figured plain bad boring horrible,0
seriously boring,1
unless meaningless reviews stupid,0
couldnt joke pointless predictable ugh,0
dont seagal,0
,1
,1
confusing laughing,1
budget mess,0
dont unless,1
dont,0
minutes dont minutes,0
boring dont dont laughable dont cheap please dont dont dont bad,0
dont seriously,1
popcorn bad minutes unfunny,0
bad,0
dont,1
boring bad awful trash,0
,1
dont laughable turd laughable dont dont effects lousy effects,0
,1
dont,1
boring,0
rent wouldnt bad,0
laughable awful rent,0
rubbish boring bad pathetic couldnt cos,0
,1
,1
minutes dont yourself pathetic thisi,0
rented jokes bad,1
minutes,1
couldnt,1
yourself,0
,1
bad,1
bad bad,1
bad terrible minutes itll terrible terrible predictable crap crap wouldnt plain stupid cheesy trash bin bothered sequels pathetic please dont waste worthless junk,0
dont incoherent unnecessary incoherent unfunny wouldnt waste,0
asleep,1
,1
,1
bad cgi bad cheesy stupid dumbest seriously gore mess,0
unnecessary,1
corny,0
effects awful,0
,1
toilet toilet,0
,1
bad bad laugh jokes awful joke dont,0
trash predictable,0
boring,1
explosions,1
bad bad dont bad laugh,0
stupid,0
budget wrap yourself bad please bad awful minutes horrible waste avoid,0
pathetic bad bad bad reviews avoid costs dont,0
dont couldnt laugh jokes,1
uwe waste trash uwe boll excuse poorly bad unnecessary unfunny effects halfway rent bother,0
rented worse bad dont bother waste,0
,0
gore stupid crap stupid chore sit,0
dont yourself dont,1
,1
,1
,1
budget dont minutes minutes bin rental,0
dont dont,1
amateurish filler plain boring budget,0
costs dont,1
,1
unnecessary effects,1
dont,1
waste corny bad,0
,1
couldnt reviews scare,1
stupid yourself yourself,1
slasher nudity slasher,0
seriously,1
pointless pathetic please dont awful awful,0
,1
,1
bad lousy worse dont bother,0
,1
bad plain cheesy stupid,1
rent rented horrible bad awful bad,0
,1
sit laugh sequels,1
whatsoever mess,1
sucks terrible bad gore bad bad bad gore,0
,1
,1
directtovideo awful bad,1
cheesy waste dont avoid costs,0
rushed,0
avoid,0
bad worse,0
please dont dont please dont awful pointless boring unwatchable garbage bad bad bad bad dont wouldnt pointless pointless stupid confusing please dont 310,0
boring dont minutes cutouts yourself,0
dont,1
horrible,1
wouldnt dont plain worse waste dont reviews,0
boring sequels renting,0
,1
laugh rent sht sht laughing laugh,0
cheap effects stupid zombies bad bad bad freaking bad excuse,0
worse sequels stupid laugh gore sequels dont stupid boring,0
,1
spoiler suffice,1
wouldnt bad,1
slasher nudity,0
,1
dont sit awful,0
,1
effects bin,1
please,1
crap horrible horrible horrible toilet scary toilet scary toilet scary toilet horrible please dont waste scary scary,0
awful please unoriginal terrible please,1
bad couldnt,0
scary tomatoes laugh scary jokes stupid bad laughing tomatoes joke joke jokes tomatoes bad jokes tomatoes dont tomatoes tomatoes asleep please shelf stink scary,0
poorly worse effects effects,0
minutes effects,1
cheap,1
please dont terrible joke,1
,1
boring please,1
laugh,1
dont,1
dont minutes wasting lame excuses,1
mess mess effects couldnt,1
cheap bad,1
seriously,0
worse lame bad laughable unless minutes,1
,1
figured waste stoned blockbuster,0
predictable,1
dont awful,0
,0
minutes horrid cheesy bad,0
,1
,1
dung,0
idiots,1
rehash minutes horrible worse laughable laughable,0
laugh excuse,1
,1
please,1
,1
camcorder sit rented dont seriously jokes dont unless crap avoid trash,0
90 gore budget effects,1
iti couldnt,0
laughable 90,0
wanna sucks dont yourself minutes wanna dont,0
dont,1
,1
dumb corny sequels sucks,1
,1
dont,1
,0
spoiling bad jokes dont jokes effects dont,1
boring,0
dont,1
dont dont dont laugh gore 310,0
sequels dont scare dont dont wanna scary,0
,0
joke stupidest laugh rent,0
,1
bad horrible poorly bad dont cheap minutes waste redeeming bad meaningless,0
honestly bad sht sit,0
sequels,1
minutes,0
terrible wouldnt awful,0
couldnt dont dont,0
dont,1
,1
dont,0
bad minutes stupid stupid dont stupid dont dont dont waste,0
bad dont crap wanna fooled,0
,1
dont,1
,0
bad bad cheap dont iti horrible jokes wasting,0
rented,0
horrible,1
wasting,0
bad continuity predictable garbage,1
terrible sucked bad poke stupid jokes sucked stupid excuse,0
wouldnt bad,0
ebay couldnt,1
suffice,1
,0
,1
cheap nudity swearing avoid,0
,1
eaten,1
crappy unless crap predictable,0
,1
lousy crap crap minutes worthless dont waste dont bother scarecrows,0
bad dont bad bad please,1
iti warn dont avoid costs fastforward,0
predictable,1
pointless,0
stomach,1
laugh,1
shelf,0
dont,1
predictable,0
wouldnt continuity dont,0
trash couldnt joke joke rent horrible,0
,1
,1
dumb rented garbage,1
bothered,1
,1
dont,1
jokes joke bad,0
horrible bad dont waste bad awful yourself crap holes bad dont terrible stupid dont bother dont waste,0
,0
cringe cheesy effects budget lame,0
,1
joke,0
,1
suffice,0
rented couldnt dont stupid,1
,0
junk dont horrible wouldnt renting,0
cos gonna bad bad bad budget trash,0
dont mouths,0
pathetic seriously,0
lame,1
wouldnt scared ripped,1
bad stupid cgi,0
,0
,1
dont poorly,1
snakes cgi effects cgi blockbuster effects dont hype cgi reviews garbage seriously junk pile crap garbage,0
bad,0
renting,1
dont dont,0
couldnt bad,0
garbage crap,0
bad laughable bad dont yourself bad,0
,0
,0
bad terrible waste,0
,1
dont,1
bad bad budget bad stupid,0
minutes,1
dont,1
cheesy dont,0
dont dont wouldnt itd,0
dont dont laugh horrible,1
effects seeni redeeming redeeming,0
,1
plain terrible worse terrible yourself terrible bad dont horrible horrible,0
bad blockbuster cheap bad bad worse,0
,1
couldnt figured boring minutes dont,1
worthless dont,1
bad redeeming crap unfunny,0
dont crap minutes minutes minutes minutes minutes minutes wouldnt dont worse dont,0
,0
confusing,1
,1
bad wouldnt couldnt amateurish dubbing couldnt bothered cheesy bad bad minutes minutes pointless barrel,0
sequels couldnt sequels sequels sequels effects,1
dont,1
minutes bad excruciatingly jokes offended,0
terrible terrible,0
rushed,0
,1
wouldnt stupid dont bad sit stupid avoid costs,0
jokes bad puns,0
dont bad corny,0
cheap,1
minutes couldnt,0
bad rent blockbuster rent,0
dont terrible dont terrible cheesy cgi horrible minutes cgi effects,0
,1
budget garbage laugh minutes wasting,0
worse,1
minutes stupid pointless minutes pointless crap garbage crap predictable unrealistic disbelief yourself pathetic joke laugh lowest,0
,1
jokes jokes,1
turd spoiler,1
wouldnt,0
boring,0
bad crap worse rent worse pathetic,0
dont scary,1
bad please,1
rented laugh dont dont dont honestly dont,1
dont,0
awful stupid lame suffice crappy unoriginal,0
corny dont,1
couldnt,1
joke rent boring minutes crap boring boring waste waste,0
dont gore seriously dont bother,0
dont,1
,1
bad terrible pathetic,0
trash,1
dont,0
,1
pathetic laugh laugh,0
dont minutes spoiler,0
,1
couldnt,1
minutes please minutes confusing excruciatingly zombies zombies zombies gonna zombies gonna dont,0
terrible dubbing worse,1
dont,1
excuse awful laughable awful lame effects cheesy mouths wouldnt,0
waste shelf unless,0
,1
effects,0
,1
asleep confusing,1
reviews crap worse dont dont honestly worse,0
budget,0
bad laughing dont bad,0
,1
mess rent,0
spoiler spoiler dont dont,1
minutes stomach minutes holes awful stupid disbelief waste,0
dont dont,1
reviews,0
dont horrible honestly horrible crap bad please steaming pile dung,0
boring boring laughable garbage stupid terrible terrible laughable avoid garbage costs,0
reviews budget rubbish,1
shelf,1
bad,0
dont waste rental dont minimum awful suck,0
seriously bad yourself bad minutes bad redeeming effects bad cgi bad plain bad seriously bother terrible laugh dont dont please,0
,1
iti dont effects bad bad,1
bad dubbing gonna pg13 bad minutes dont worse gore,1
,1
mess worse,0
,0
poorly budget excruciatingly amateurish halfway budget unless,0
bad,0
worse terrible,0
excuse dont bad pointless meaningless mess confusing worse unnecessary mess meaningless pointless,0
yourself,1
,1
dont bad terrible minutes minutes dont disbelief bad dont incoherent,0
laugh terrible bad laugh spoiling waste,0
whatsoever dont cheap,0
hype gore cheesy stupid,1
lousy,0
bad bad,0
,0
bad bad dont 90 terrible 90 zombies zombies zombies gore laughing zombies spoiler spoiler spoiler zombies bad,0
crappy laugh budget,0
,0
bad effects cheap jokes bad cheap budget worse bad bad,0
dont bad,1
swearing bad jokes gore nudity slasher boring stupid pointless nudity bad gore,0
worse unnecessary wouldnt,0
effects,1
whatsoever,1
effects,1
avoid dont,1
,1
dont,0
nudity terrible,1
rented wouldnt,1
,1
pointless boring pathetic,0
couldnt fastforward minutes predictable whatsoever 310 minutes,0
seriously unless,1
,0
bother waste horrible poorly gore horrible please lowest,0
confusing pointless nudity,1
zombies bad worse zombies zombies zombies kidding wouldnt,0
seriously bad stupid unwatchable bad cheap,0
bad lame effects bad effects bad,0
,1
wouldnt stupid pointless worse jokes plain bad,0
,1
disgusting whatsoever whatsoever whatsoever iti pathetic,0
,1
bad laugh bin walmart lame waste terrible dont disgusting bad bad bad unrealistic bad bad bad unrealistic bad terrible bad terrible bad unnecessary minutes pointless bad terrible junk illogical laugh bad waste minutes,0
,1
bad,1
boring horrible,1
,1
turd,0
bad,1
reviews dumb dont avoid dont,1
wasting bad yourself rubber,0
plain,1
laughing bad dont,1
minutes laughing dont stupid stunk awful horrible,0
,0
dont,1
stupid garbage stupid dont laugh holes continuity couldnt bad bad suck dont,0
poorly terrible worse terrible,1
reviews,1
please terrible toilet dumb,0
horrible bad,0
dont predictable waste,0
lame seriously,1
,1
dont,1
rented nudity nudity,0
rent laugh,1
horrible plain effects joke,0
sit,1
,0
,1
unoriginal,1
predictable worse effects scare,0
dont,1
figured minimum sequels bad laughable awful waste ripped,0
jokes poorly bad,1
waste dont bad cheap,1
halfway,1
stomach,1
,0
asleep effects jokes,0
,1
suck suck unfunny gore rubbish effects effects,0
excuse laughing,0
bad dont seriously bad terrible seriously boring,0
bad cheesy effects poorly,1
predictable minutes dont mess waste,0
stupid dont,1
awful bad stupid bad waste,0
wouldnt scary wouldnt scary scary dont asleep,1
honestly camcorder cringe laugh 90,0
,1
bad bad couldnt,0
poorly,1
budget nudity cheap bin honestly dont,0
asleep,0
boring wouldnt trash,0
bad spoiling pathetic,0
,1
dont,0
,1
,1
,1
dont waste,0
holes couldnt 90 minutes dont,0
,1
,1
,1
camcorder effects,1
dont please,1
nudity nudity disgusting,0
,0
stomach minutes terrible disbelief holes horrible seriously excuse costs bad terrible rent,0
minutes minutes reviews figured minutes bad reviews minimum waste puke jokes lame,0
,1
predictable,0
moviei,1
unfunny,1
minimum mindless wouldnt,0
waste please,0
boring,0
minutes boring minutes minutes minutes,1
unless,0
,1
minutes minutes pointless bad dont bad,0
mess,0
cheap,0
bad,1
scary confusing dont yourself,1
warn,1
dont effects,1
,1
horrible awful predictable boring couldnt bad,0
predictable bad,1
effects dont confusing couldnt effects effects please,1
honestly dont dont joke dont cheesy dont plain,1
90 waste unwatchable barrel,0
bad bad trash bad dont,0
bad lame minutes budget laughable awful corny awful,0
sit terrible wouldnt,1
dont,1
scary whatsoever unoriginal plain stupid lame lame,0
couldnt predictable jokes toilet,0
please dont bother bad waste dont stupid lousy,0
,1
dont dont,0
stink dont,1
,0
awful,0
dunno cheap bad bad bad bad bad,0
fetched fetched dont reviews minutes,1
cgi bad dont,1
minutes boring,0
jokes pathetic,0
reviews scary dont reviews warn halfway bad waste wasting,0
suck bad,0
garbage cheap excuses cheesy effects dont dont,1
couldnt,1
couldnt mess bad wouldnt honestly dont laugh bad,0
dont spoiler couldnt,1
scary scared dont avoid,1
couldnt bad,0
0,0
dont wouldnt,1
bad bad couldnt joke,1
,1
worthless minutes sit minutes minutes,1
predictable gore effects,1
,1
,1
,1
corny laugh,1
rubbish poorly terrible amateurish,0
barrel lame dont,0
,1
bad awful,0
stupid stupid stupid waste,0
existent budget,0
sit dont scary bad,1
,1
cheap worse seriously poorly seriously idiots horrible horrible horrible horrible horrible mess dont dont seriously wouldnt,0
,1
unless,0
,1
awful wouldnt bother,1
hype unrealistic,1
bad,0
dont mindless dont dont jokes,1
,0
,1
,1
,1
,1
dont cheesy,1
filler,1
ebay bad budget dont bad,0
dumb bad mess couldnt 310,0
bad effects,1
,0
bad effects bad padding,0
,1
dubbing dubbing dumb,0
worse zombies zombies sit scared zombies horrid horrid boring boring boring boring boring boring worse pointless effects effects remotely dont dont rent,0
seriously stomach mess mess laugh,1
,1
fx,1
cheap budget reviews bad iti morons boring budget please dont fooled rent,1
bad jokes rented,1
awful yourself bad dont,0
,1
rented gore bad couldnt bad yourself,0
bad,0
bad bad ripped dont laughing,1
awful dont gonna,0
,0
zombies waste amateurish worse worse boring redeeming unimaginative junk,0
pathetic cheesy asleep dont,0
couldnt sit rented,1
,1
awful holes bad worse bad 210,0
cheesy,0
horrible crappy avoid,0
dont dont garbage,1
bad ebay,1
,1
bad,1
bad,1
reviews,1
,1
itif dont,1
bad,1
sucks holes dont crap cgi worse dont bad stupid stupid crap,0
,0
,1
itbut,1
budget budget,1
,1
bad,1
waste continuity,0
dont,1
terrible reviews dont mess wouldnt,1
,1
budget bad,0
,1
,1
minutes,0
dont bother budget,0
plain mess terrible mess dumb,1
,1
lame boring gonna unoriginal joke bad bad,0
awful horrible cheesy cheesy dont trash dont crappy effects iti bad,0
gore couldnt mess stupid zombies whatsoever zombies minutes zombies awful zombies zombies bad boring whatsoever barrel gore stomach zombies gore gore effects cheap terrible minimum awful gore amateurish mess boring gore avoid,0
please,1
bad rushed,0
effects,1
,1
minutes,1
stupid horrible pathetic terrible,0
dont crap stupid stupid dont crap,0
wouldnt,1
disbelief,1
untrue itand,0
reviews budget budget seriously reviews stupid remotely bad wouldnt bad bad pathetic avoid gore redeeming,0
,1
awful honestly asleep stupid stupid dont stupid bad,0
dont,1
avoid bad,1
,1
boring awful,0
horrible dont seriously laugh gonna wouldnt seriously waste,0
shelf blockbuster wouldnt,1
bad bad nudity unwatchable bad dont waste,0
bad reviews couldnt bad dont remotely cheesy poorly worse,1
worse,1
bad effects dont,1
bad worse,0
asleep pointless pointless cheap dont dont drivel,0
pathetic,1
stupid,1
seriously,1
bad budget nudity jokes junk poorly cheap bad jokes bad cheesy bad,0
couldnt,0
wouldnt sit,1
,1
horrible unrealistic effects worse dumber waste,0
budget amateurish laughable zombies wouldnt bad boring bad,0
wouldnt amateurish dubbing bad rent unless bad,0
,1
bad seriously seriously cheap rubber bad meaningless,0
gore dont terrible 90 minutes awful,0
bad bad,1
dont seriously bad mess dont laughable laugh dont seriously,0
dont,1
bad waste seriously awful dont avoid,0
warn,0
couldnt couldnt couldnt costs tripe worse mess,1
drivel,1
terrible cheesy slasher,1
plain gore gore,1
laughing,1
,1
dont,1
couldnt,1
minutes laugh,1
spoiling,0
dont,1
pointless wouldnt,1
minutes bad,0
unnecessary,1
gore,1
dubbing amateurish effects,0
,1
nudity bad,0
,0
effects,1
minutes predictable cgi effects,1
,0
horrible dont bother bad costs,0
,1
rent,1
wouldnt,0
bad budget scared gore shelf vcr,1
dont,1
,0
mindless,1
dont,0
bothered,1
dont laugh crap,1
predictable 110 minutes dont dont,0
